name,salary_from,salary_to,salary_currency,area_name,published_at
Системный аналитик,1500.0,1800.0,USD,Москва,2006-04-03T09:42:45+0400
"Junior Developer (разработчик, программист)",,1200.0,USD,Москва,2006-01-23T12:27:55+0300
Руководитель филиала/Программист 1С,800.0,800.0,USD,Пермь,2006-02-06T10:43:26+0300
Developer (разработчик ПО),,1400.0,USD,Москва,2006-01-23T12:28:55+0300
Ассистент Генерального Директора,800.0,,USD,Москва,2006-01-23T12:28:57+0300
Web программист,800.0,800.0,USD,Москва,2006-02-06T10:43:22+0300
Инженер технической поддержки (User Support Engeneer),,,,Москва,2006-01-30T16:09:48+0300
Менеджер по работе с клиентами,,,,Москва,2006-01-23T12:31:22+0300
"Менеджер по закупкам ПК и комплектующих (Специфика: Торговое оборудованияе - кассы, сканеры)",500.0,800.0,USD,Москва,2006-02-06T10:43:23+0300
Web программист,,800.0,USD,Москва,2006-02-06T10:43:22+0300
БИЗНЕС-АНАЛИТИК,800.0,1500.0,USD,Москва,2006-01-23T12:38:57+0300
Менеджер по маркетингу,500.0,,USD,Москва,2006-01-23T12:42:49+0300
Системный администратор,,2000.0,USD,Москва,2006-01-23T12:50:50+0300
Экономист отдела новых технологий,300.0,500.0,USD,Санкт-Петербург,2006-01-23T13:07:44+0300
Системный администратор,500.0,700.0,USD,Москва,2006-01-30T11:54:45+0300
Программист 1С (Торговля и Склад),1300.0,1500.0,USD,Москва,2006-02-16T14:45:51+0300
Менеджер по работе с партнерами,,,,Киев,2006-02-22T11:23:53+0300
Консультант по внедрению ПО (документооборот),,,,Киев,2006-02-22T11:23:53+0300
"Программист С, С++",,,,Киев,2006-02-22T11:23:53+0300
Инженер пакетной радиосети передачи данных,,,,Киев,2006-02-22T11:23:53+0300
Консультант(инженер) по внедрению систем управления предприятием,1.0,1.0,USD,Донецк (Украина),2006-01-23T13:52:27+0300
Специалист SEO,1000.0,2000.0,USD,Москва,2006-06-19T10:23:21+0400
Консультант(инженер) по внедрению систем управления предприятием,1.0,1.0,USD,Донецк (Украина),2006-01-23T13:56:34+0300
Ведущий специалист службы SDH,,,,Москва,2006-01-23T13:57:08+0300
Web-разработчик/программист,2000.0,3500.0,USD,Москва,2006-06-19T10:23:21+0400
"IT manager. Код вакансии: ""Л-ПА""",2000.0,2500.0,USD,Москва,2006-01-23T14:06:59+0300
Ведущий специалист службы SDH,,,,Москва,2006-01-23T14:07:49+0300
Контент-редактор со знанием английского и испанского языков,800.0,1200.0,USD,Москва,2006-06-19T10:23:21+0400
Программист,1000.0,1500.0,USD,Москва,2006-01-23T14:14:25+0300
Менеджер по технической поддержке,,1000.0,USD,Москва,2006-01-23T14:19:24+0300
Инженер - программист,2000.0,,USD,Москва,2006-03-13T11:40:27+0300
Инженер Helpdesk,600.0,1000.0,USD,Москва,2006-01-23T14:45:46+0300
Системный администратор серверного оборудования,,,,Москва,2006-03-16T09:27:40+0300
"Специалист по продаже сложных программных решений(продакт -менеджер),менеджер продуктов",1.0,1.0,USD,Донецк (Украина),2006-01-23T15:01:02+0300
Супервайзер по проектированию,,,,Киев,2006-04-05T10:57:08+0400
Супервайзер по строительству,,,,Киев,2006-01-23T15:19:39+0300
Супервайзер по получению разрешений,,,,Киев,2006-04-05T10:57:07+0400
Супервайзер по управлению претензиями,,,,Киев,2006-01-23T15:21:54+0300
Программист,1500.0,2000.0,USD,Москва,2006-01-23T15:28:51+0300
Системный администратор,800.0,1000.0,USD,Москва,2006-01-23T15:30:10+0300
Менеджер проекта АСУТП (г.Воронеж),,,,Воронеж,2006-01-23T15:33:12+0300
Client Services Manager - Financial / Internet,,,,Москва,2006-01-23T15:39:49+0300
Специалист Отдела Банковских Технологий,900.0,1500.0,USD,Москва,2006-03-19T20:10:39+0300
Инженер-тестировщик,,,,Харьков,2006-01-23T16:03:34+0300
Администратор проекта,700.0,,USD,Москва,2006-01-23T16:07:42+0300
Customer Support Engineer in The International Telecommunication Company,1500.0,,USD,Москва,2006-02-22T11:31:10+0300
The International Telecommunication Company is looking for Solution Architects,,2500.0,USD,Москва,2006-01-23T16:12:09+0300
Инженер в департамент технического сервиса/ Fixed Networks,,,,Москва,2006-05-05T16:48:53+0400
Wireless Integration & Acceptance Team Manager in The International Telecommunication Company,2500.0,,USD,Москва,2006-01-23T16:16:32+0300
Консультант(инженер) по внедрению систем управления предприятием,,,,Донецк (Украина),2006-01-23T16:18:49+0300
Консультант(инженер) по внерению систем управления предприятием,,,,Донецк (Украина),2006-01-23T16:20:56+0300
SW-инженер,1600.0,,USD,Харьков,2006-02-20T16:45:59+0300
"Специалист по продаже сложных программных решений(продакт -менеджер),менеджер продуктов",,,,Донецк (Украина),2006-01-23T16:25:37+0300
Консультант(инженер) по внедрению систем управления предприятием,,,,Донецк (Украина),2006-01-23T16:27:38+0300
Инженер-исследователь,,,,Харьков,2006-01-23T16:28:22+0300
Key Account Manager in The International Telecommunication Company,,,,Москва,2006-02-22T11:26:27+0300
WEB-дизайнер,700.0,1100.0,USD,Москва,2006-01-23T16:31:12+0300
Senior Java Swing Developer,1800.0,2000.0,USD,Москва,2006-01-23T16:35:48+0300
Руководитель Проекта по Развитию дополнительных услуг (Сотовая связь),3000.0,,USD,Москва,2006-01-23T16:36:01+0300
Senior Java Database Developer,1800.0,2000.0,USD,Москва,2006-01-23T16:37:34+0300
Старший инженер в службу качества и системного анализа сетей,,,,Москва,2006-01-23T16:39:03+0300
Deputy IT Manager,2500.0,3500.0,USD,Москва,2006-02-08T17:47:06+0300
Системный администратор,,,,Харьков,2006-02-20T17:48:04+0300
Руководитель (менеджер) проектов по аудио-видео технике,,,,Донецк (Украина),2006-01-23T16:48:14+0300
Администратор баз данных EDI,700.0,1200.0,USD,Харьков,2006-02-20T16:56:16+0300
Руководитель (менеджер ) партнерского отдела,,,,Донецк (Украина),2006-01-23T16:50:30+0300
Программист,,,,Харьков,2006-02-20T17:37:49+0300
Сервисный инженер,600.0,700.0,USD,Москва,2006-01-23T16:53:25+0300
СИСТЕМНЫЙ АДМИНИСТРАТОР,1200.0,1500.0,USD,Москва,2006-01-23T16:59:59+0300
"Project Manager, Operations Department in The International Mobile Content Provider",2000.0,,USD,Москва,2006-01-23T17:04:37+0300
Системный инженер в группу опорных сетей Cisco,,,,Москва,2006-03-10T18:27:49+0300
"Product Service Engineer (rotation scheme, Sakhalin)",,,,Россия,2006-02-22T17:07:30+0300
Head of Operations in The International Company (Mobile Content Provider),3500.0,,USD,Москва,2006-02-06T13:31:18+0300
Старший менеджер департамента информационных технологий,,,,Москва,2006-06-22T10:30:24+0400
Менеджер по продажам дизель-генераторов (Ikh-1429-Cu),1800.0,2000.0,USD,Москва,2006-01-23T17:26:24+0300
Инженер-программист (инженер-системотехник),600.0,1000.0,USD,Москва,2006-01-23T17:34:02+0300
"Internship with Performance Improvement department, Systems & Process Assurance",,,,Москва,2006-02-26T12:14:16+0300
Переводчик,2000.0,2000.0,USD,Москва,2006-01-23T17:39:54+0300
Дежурный системный администратор,700.0,900.0,USD,Москва,2006-01-23T17:40:18+0300
Helpdesk/ Ассистент системного администратора,,500.0,USD,Москва,2006-01-23T17:41:16+0300
WEB Дизайнер в среде Macromedia Flash (Ikh-1428-L),2500.0,3000.0,USD,Россия,2006-01-23T17:41:38+0300
Flash-дизайнер,700.0,1100.0,USD,Москва,2006-01-23T17:42:51+0300
"WEB Дизайнер в среде Macromedia Flash, английский язык, работа в Москве, Гражданство не важно",2500.0,3000.0,USD,Украина,2006-01-23T17:49:10+0300
Специалист по поддержке СУБД IBM DB2 (Ikh – 1446-DB2),1800.0,2000.0,USD,Москва,2006-01-23T17:55:37+0300
VB программист/менеджер проектов (Ikh-912-Dev),1500.0,2500.0,USD,Москва,2006-01-23T17:57:46+0300
"Аналитик/разработчик SAS, Oracle Financial Analyzer (Ikh-SAS-Oracle FSA)",2000.0,2500.0,USD,Москва,2006-01-23T18:00:47+0300
"Account Manager, Internet marketing and web-development agency",700.0,1000.0,USD,Москва,2006-01-30T14:45:19+0300
Менеджер по рекламе,800.0,1500.0,USD,Москва,2006-02-09T15:30:59+0300
Проектный инженер,,,,Киев,2006-01-23T18:27:39+0300
Системный администратор,,,,Москва,2006-01-23T18:43:43+0300
Системный администратор,,,,Москва,2006-01-23T18:44:08+0300
ПРОГРАММИСТ 1С,1500.0,2000.0,USD,Россия,2006-03-20T09:10:43+0300
Web разработчик,1200.0,1500.0,USD,Москва,2006-06-02T11:03:12+0400
Менеджер,,,,Москва,2006-01-23T19:13:21+0300
Системный архитектор/специалист по сопровождению mediation device,1000.0,,USD,Москва,2006-01-23T19:48:37+0300
Developer,1600.0,2100.0,USD,Москва,2006-04-12T13:50:36+0400
Tester,1100.0,1600.0,USD,Москва,2006-03-17T23:18:40+0300
Development Team Manager,2700.0,3100.0,USD,Москва,2006-05-07T23:40:49+0400
Product Manager - development enineers,2100.0,3100.0,USD,Москва,2006-03-17T23:18:40+0300
Специалист по OSS - developer,2100.0,2100.0,USD,Москва,2006-03-17T23:18:40+0300
Ассистент специалиста по работе с операторами сотовой связи,400.0,600.0,USD,Москва,2006-01-24T09:11:21+0300
Специалист отдела проектирования сервисов на sim-картах,800.0,1000.0,USD,Москва,2006-01-24T09:46:01+0300
Ведущий специалист по работе с рекламодателями (мобильный маркетинг),1000.0,2000.0,USD,Москва,2006-01-24T09:47:08+0300
Менеджер команды по поддержке Информационных технологий в компании Марс - Advanced Resolution Team Leader,,3500.0,USD,Москва,2006-01-24T10:06:44+0300
Специалист по поддержке Инфраструктурных технологий,750.0,1700.0,USD,Москва,2006-01-24T10:21:38+0300
Менеджер по разработке программного обеспечения,2000.0,,USD,Москва,2006-01-24T10:27:24+0300
Java/J2EE разработчик,,,,Москва,2006-05-18T10:56:30+0400
Менеджер по продажам корпоративных систем,,,,Москва,2006-07-28T10:11:46+0400
Bедущий инженер по контролю качества,,,,Челябинск,2006-03-02T18:03:45+0300
Bедущий инженер по контролю качества,,,,Екатеринбург,2006-03-02T18:03:45+0300
Bедущий инженер по контролю качества,,,,Харьков,2006-03-02T18:03:46+0300
Программист-разработчик,1300.0,1800.0,USD,Москва,2006-02-20T10:05:08+0300
Bедущий инженер по контролю качества,,,,Краснодар,2006-03-02T18:03:46+0300
Bедущий инженер по контролю качества,,,,Курск,2006-03-02T18:03:46+0300
Bедущий инженер по контролю качества,,,,Нижний Новгород,2006-03-16T16:21:32+0300
Bедущий инженер по контролю качества,,,,Омск,2006-03-02T18:03:46+0300
Системный администратор,900.0,900.0,USD,Москва,2006-01-30T11:27:04+0300
Bедущий инженер по контролю качества,,,,Пенза,2006-03-02T18:03:46+0300
MS Exchange System Administrator,1500.0,1800.0,USD,Москва,2006-02-20T09:49:37+0300
Bедущий инженер по контролю качества,,,,Пермь,2006-03-02T18:03:46+0300
МЕНЕДЖЕР ПО ПРОДАЖАМ,700.0,700.0,USD,Москва,2006-01-24T11:10:17+0300
ДЕЖУРНЫЙ АДМИНИСТРАТОР,360.0,400.0,USD,Москва,2006-01-24T11:11:06+0300
Системный администратор,500.0,700.0,USD,Москва,2006-02-15T10:03:08+0300
Bедущий инженер по контролю качества,,,,Ростов-на-Дону,2006-03-02T18:03:46+0300
Bедущий инженер по контролю качества,,,,Самара,2006-03-02T18:03:46+0300
C# / C++ Developer,,,,Киев,2006-01-24T11:16:05+0300
WAP PUSH coder,,,,Киев,2006-01-24T11:16:33+0300
System Administrator (Oracle) for a Large Western FMCG Company (Vacancy by BLM-Consort),1500.0,2000.0,USD,Москва,2006-01-24T11:17:56+0300
Bедущий инженер по контролю качества,,,,Саратов,2006-03-02T18:03:47+0300
J2ME Developer,,,,Киев,2006-03-06T16:34:50+0300
Bедущий инженер по контролю качества,,,,Тамбов,2006-03-02T18:03:47+0300
Bедущий инженер по контролю качества,,,,Томск,2006-03-02T18:03:47+0300
Менеджер по продажам/внедрению программного обеспечения,900.0,1000.0,USD,Москва,2006-02-13T12:13:40+0300
Bедущий инженер по контролю качества,,,,Уфа,2006-03-02T18:03:47+0300
Графический дизайнер,,,,Киев,2006-02-17T17:19:24+0300
Bедущий инженер по контролю качества,,,,Воронеж,2006-03-02T18:03:47+0300
Bедущий инженер по контролю качества,,,,Ярославль,2006-03-02T18:03:47+0300
Инженер по внедрению биллинга и систем оценки разговоров.,,,,Москва,2006-04-18T08:56:25+0400
Опытный разработчик Java/J2EE,2000.0,,USD,Москва,2006-02-27T17:20:36+0300
Начальник отдела прикладных информационных систем,,2500.0,USD,Москва,2006-01-24T11:30:50+0300
Java Developer,,,,Киев,2006-03-06T16:34:51+0300
Инженер-программист,,,,Челябинск,2006-02-13T12:31:50+0300
Специалист по поддержке пользователей - инженер HelpDesk,300.0,500.0,USD,Санкт-Петербург,2006-01-29T19:30:50+0300
Специалист по системной интеграции,1000.0,2500.0,USD,Москва,2006-08-29T14:10:00+0400
Инженер-программист,,,,Екатеринбург,2006-02-13T12:31:50+0300
Инженер-программист,,,,Харьков,2006-02-13T12:31:50+0300
Инженер-программист,,,,Краснодар,2006-02-13T12:31:51+0300
Менеджер по продажам,500.0,1500.0,USD,Москва,2006-01-24T11:39:47+0300
Инженер-программист,,,,Курск,2006-02-13T12:31:51+0300
Специалист\ведущий специалист по сопровождению (крупный коммерческий банк),400.0,1200.0,USD,Москва,2006-03-06T18:34:17+0300
Инженер-программист,,,,Нижний Новгород,2006-02-13T12:31:51+0300
Product Manager / Старший специалист по управлению информационно-развлекательными продуктами,1600.0,2000.0,USD,Россия,2006-02-20T11:03:25+0300
Инженер-программист,,,,Омск,2006-02-13T12:31:51+0300
Менеджер по работе с клиентами,400.0,1500.0,USD,Москва,2006-01-24T11:43:41+0300
Product Manager / Специалист управлению корпоративными услугами,,1600.0,USD,Россия,2006-02-20T11:03:24+0300
Инженер-программист,,,,Пенза,2006-02-13T12:31:51+0300
Инженер-программист,,,,Пермь,2006-02-13T12:31:51+0300
Инженер-программист,,,,Ростов-на-Дону,2006-02-13T12:31:51+0300
Специалист по поддержки пользователей - инженер HelpDesk,300.0,500.0,USD,Санкт-Петербург,2006-01-24T11:47:55+0300
Инженер-программист,,,,Самара,2006-02-13T12:31:51+0300
Специалист по поддержки пользователей - инженер HelpDesk,300.0,400.0,USD,Санкт-Петербург,2006-01-24T11:51:29+0300
Инженер-программист,,,,Саратов,2006-02-13T12:31:51+0300
Инженер-программист,,,,Тамбов,2006-02-13T12:31:51+0300
Web-дизайнер,,700.0,USD,Москва,2006-02-27T09:21:45+0300
Инженер-программист,,,,Томск,2006-02-13T12:31:51+0300
Инженер-программист,,,,Уфа,2006-02-13T12:31:51+0300
Инженер-программист,,,,Воронеж,2006-02-13T12:31:51+0300
Программист 1С,1700.0,2000.0,USD,Москва,2006-04-17T13:47:55+0400
Care Manager,3400.0,,USD,Москва,2006-01-24T12:03:34+0300
Главный специалист отдела тестирования,,,,Москва,2006-01-24T12:07:14+0300
Инженер-программист,,,,Ярославль,2006-02-13T12:31:51+0300
Программист базы данных (система управления ВУЗом),1500.0,,USD,Москва,2006-03-09T11:20:52+0300
Главный специалист отдела тестирования,,,,Москва,2006-01-24T12:12:10+0300
Главный специалист отдела тестирования,,,,Москва,2006-01-24T12:13:56+0300
Менеджер по оптовым продажам профессионального аудио и видео оборудования,1200.0,2000.0,USD,Москва,2006-05-29T17:15:08+0400
Главный специалист отдела тестирования,,,,Москва,2006-01-24T12:20:09+0300
Ведущий инженер по проектированию СФЗ,1500.0,,USD,Москва,2006-04-04T12:06:14+0400
Главный инженер проекта,1500.0,,USD,Москва,2006-04-04T12:06:14+0400
Руководитель отдела продаж,,,,Москва,2006-01-24T12:24:53+0300
Инженер-проектировщик внутренних инженерных систем,,800.0,USD,Москва,2006-05-11T13:21:37+0400
Инженер системных проектов,900.0,1000.0,USD,Москва,2006-01-24T12:27:40+0300
"Менеджер проектов направления ""Организация и технология защиты информации""",,900.0,USD,Москва,2006-06-26T11:11:46+0400
Системный администратор (со знанием 1С),800.0,,USD,Москва,2006-01-24T12:33:20+0300
"Заместитель руководителя отдела по работе с клиентами СПС ""Консультант+""",,,,Москва,2006-01-24T12:34:42+0300
Специалист по Share Point,800.0,1000.0,USD,Москва,2006-04-04T12:06:19+0400
Программист/Старший программист,1000.0,1400.0,USD,Москва,2006-01-24T12:44:45+0300
Программист,800.0,1200.0,USD,Москва,2006-01-24T12:51:42+0300
System Consultant,,,,Киев,2006-03-06T16:34:52+0300
Разработчик программного обеспечения на платформе Lotus Domino,,,,Москва,2006-01-24T12:52:39+0300
Billing Product Sales Expert in The International Telecommunication Company,2500.0,,USD,Москва,2006-02-22T11:27:02+0300
Project Coordinator,,,,Киев,2006-03-06T16:34:51+0300
Системный архитектор,2000.0,4000.0,USD,Москва,2006-03-06T10:47:22+0300
Системный администратор,600.0,700.0,USD,Москва,2006-03-02T15:41:31+0300
Інженер з планування мережі,,,,Киев,2006-04-04T11:49:06+0400
Sales Engineer,1500.0,,USD,Москва,2006-02-08T11:22:40+0300
Інженер з розгортання мережі,,,,Киев,2006-04-04T11:49:07+0400
Бизнес - аналитик,1500.0,2500.0,USD,Москва,2006-03-06T10:46:51+0300
Руководитель проекта,200.0,3000.0,USD,Россия,2006-03-06T10:47:04+0300
Руководитель отдела тестирования,2000.0,2500.0,USD,Москва,2006-05-15T17:51:26+0400
Presale Support Manager,,,,Москва,2006-09-22T16:29:31+0400
Менеджер по сетевым проектам,1500.0,,USD,Санкт-Петербург,2006-01-24T14:09:08+0300
Руководитель медиа отдела,,,,Москва,2006-03-15T18:29:00+0300
"Инженер-разработчик Oracle Forms, Oracle Reports",,,,Москва,2006-09-04T13:45:00+0400
Java Developer,,,,Санкт-Петербург,2006-02-14T09:47:23+0300
Менеджер по развитию региональных продаж,,,,Санкт-Петербург,2006-01-24T14:15:25+0300
IT Manager,800.0,1400.0,USD,Санкт-Петербург,2006-02-14T09:47:23+0300
Менеджер технической поддержки,1100.0,1600.0,USD,Москва,2006-05-26T16:30:16+0400
DSP-программист,1800.0,2300.0,USD,Москва,2006-04-03T18:06:34+0400
Менеджер проекта,,,,Санкт-Петербург,2006-01-24T14:36:27+0300
PHP-программист,800.0,1000.0,USD,Москва,2006-01-24T14:36:58+0300
Специалист в области обработки речи,1500.0,2000.0,USD,Москва,2006-05-15T17:51:27+0400
Инженер-программист в группу тех.сопровождения,,1700.0,USD,Москва,2006-02-20T13:51:40+0300
Менеджер по качеству (в IT),1000.0,1500.0,USD,Москва,2006-04-10T11:53:10+0400
Менеджер по рекламе,800.0,1600.0,USD,Москва,2006-02-09T15:30:59+0300
Инженер- программист отдела разработки БОСС-Кадровик Oracle,1200.0,1500.0,USD,Москва,2006-01-24T14:59:24+0300
Сменный инженер техподдержки,500.0,500.0,USD,Москва,2006-02-02T12:01:53+0300
Менеджер по рекламе,800.0,1600.0,USD,Москва,2006-02-09T15:31:00+0300
Менеджер по работе с партнерами в крупную международную компанию,3000.0,,USD,Москва,2006-01-24T15:34:00+0300
Разработчик ПО,,,,Москва,2006-03-29T11:48:04+0400
WEB-разработчик,1000.0,,USD,Москва,2006-11-13T11:40:31+0300
Специалист по технической поддержке пользователей,,1000.0,USD,Москва,2006-03-14T15:27:48+0300
Контент-менеджер,450.0,450.0,USD,Москва,2006-03-20T16:42:14+0300
Руководитель проекта,3000.0,4000.0,USD,Санкт-Петербург,2006-01-24T15:43:27+0300
IT специалист,800.0,,USD,Москва,2006-01-24T15:43:48+0300
Руководитель проектов,2500.0,3500.0,USD,Москва,2006-02-20T13:16:26+0300
Quality Assurance Engineer,1000.0,,USD,Санкт-Петербург,2006-02-14T09:47:46+0300
Продакт менеджер,2500.0,3500.0,USD,Москва,2006-01-24T16:16:21+0300
Менеджер по маркетингу программного обеспечения.,500.0,700.0,USD,Москва,2006-01-24T16:17:17+0300
"IT Audit, western Bank",3000.0,4000.0,USD,Москва,2006-02-20T17:39:57+0300
Дизайнер в отдел маркетинга крупной компьютерной компании,300.0,400.0,USD,Москва,2006-03-27T13:58:44+0400
Редактор корпоративного сайта Инвестиционной группы,700.0,1000.0,USD,Москва,2006-01-24T16:24:55+0300
Менеджер по работе с  Корпоративными клиентами (в хостинг-центр),,,,Москва,2006-02-06T09:55:24+0300
Менеджер по работе с дилерами в отдел маркетинга,,600.0,USD,Москва,2006-01-30T12:24:55+0300
Ведущий программист,,2000.0,USD,Москва,2006-03-06T11:02:57+0300
Менеджер по продажам,1000.0,2000.0,USD,Санкт-Петербург,2006-02-21T10:46:22+0300
Программист 1С (версия 8.0),1700.0,1800.0,USD,Москва,2006-01-24T16:33:50+0300
Менеджер по работе с дилерами,400.0,600.0,USD,Москва,2006-01-30T12:24:55+0300
Менеджер отдела Solution marketing (по направлению вычислительные системы и системы хранения),,,,Москва,2006-05-10T11:11:17+0400
C/C++ Software Engineer,900.0,1300.0,USD,Санкт-Петербург,2006-02-20T10:16:43+0300
Программист. Специализация Oracle,,1500.0,USD,Москва,2006-04-09T13:42:32+0400
Менеджер отдела Solution marketing (по направлению телекоммуникационные сети и системы),,,,Москва,2006-05-29T12:24:55+0400
"Технический директор, Директор по Web разработкам",3000.0,,USD,Москва,2006-05-02T10:49:55+0400
Программист,400.0,700.0,USD,Москва,2006-02-06T10:43:23+0300
Программист. Специализация Microsoft,,1300.0,USD,Москва,2006-03-15T16:06:14+0300
Инженер (инженер-проектировщик) по системам безопасности,,,,Москва,2006-05-29T11:09:05+0400
Тестировщик. Технический писатель.,,1300.0,USD,Москва,2006-01-24T17:31:13+0300
Помощник системного администратора,550.0,600.0,USD,Москва,2006-01-24T17:33:23+0300
Инженер по системам интеллектуального управления инженерными комплексами современных зданий,,,,Москва,2006-03-03T16:29:53+0300
Системный администратор,900.0,1100.0,USD,Москва,2006-03-01T11:39:27+0300
МЕНЕДЖЕР ПО РАБОТЕ С РЕГИОНАЛЬНЫМИ ДИЛЕРАМИ,700.0,1000.0,USD,Москва,2006-01-24T17:48:19+0300
Инженер-сметчик,900.0,,USD,Москва,2006-06-13T19:29:02+0400
Системный администратор,800.0,1000.0,USD,Москва,2006-03-30T13:49:24+0400
Системный администратор. Linux.,,1200.0,USD,Москва,2006-03-15T16:06:14+0300
Aдминистратор HP IUM,1200.0,2000.0,USD,Москва,2006-06-06T13:02:32+0400
Технический писатель,1000.0,1300.0,USD,Москва,2006-05-15T13:20:53+0400
Ведущий разработчик,1000.0,2000.0,USD,Москва,2006-06-30T18:35:06+0400
Ведущий разработчик  (Развитие системы мониторинга BMC Patrol),1800.0,2600.0,USD,Москва,2006-07-04T19:00:02+0400
Менеджер по продажам,1000.0,2000.0,USD,Москва,2006-02-17T10:06:55+0300
Менеджер по продажам решений SAP,2000.0,5000.0,USD,Москва,2006-01-24T18:59:03+0300
Сотрудник группы управления проблемами,,,,Москва,2006-01-24T19:45:20+0300
Специалист группы тарифов и услуг,,,,Москва,2006-01-24T19:48:40+0300
Менеджер по управлению проектами,,,,Москва,2006-01-24T20:42:13+0300
Консультант Axapta,1500.0,2000.0,USD,Москва,2006-01-24T20:43:04+0300
Программист Axapta,1800.0,2000.0,USD,Москва,2006-01-24T20:45:28+0300
Старший консультант в ИТ Департамент,1500.0,2000.0,USD,Москва,2006-03-09T17:13:39+0300
"Sales Engineer (Structured Cabling Systems, Networking solutions)",2500.0,3300.0,USD,Москва,2006-01-24T23:23:44+0300
EMEA RTBilling Product Sales Expert,3000.0,,USD,Москва,2006-01-24T23:27:12+0300
Генеральный Директор,7000.0,10000.0,USD,Москва,2006-01-25T09:09:29+0300
Менеджер по работе с ключевыми клиентами,1500.0,,USD,Москва,2006-01-25T09:37:41+0300
Менеджер проектов,1000.0,1500.0,USD,Москва,2006-01-25T09:41:11+0300
Менеджер по продажам услуг IT консалтинга,1500.0,,USD,Москва,2006-01-25T09:45:28+0300
Менеджер по продажам и развитию (нефте-газовый сектор),3000.0,4000.0,USD,Москва,2006-01-25T09:47:44+0300
Менеджер по развитию бизнеса (воздушный транспорт),2500.0,,USD,Москва,2006-01-25T10:12:51+0300
Арт-директор,,,,Москва,2006-01-25T10:26:29+0300
Директор департамента IT консалтинга,,7000.0,USD,Москва,2006-01-25T10:53:21+0300
"Systems Engineer, IT Department",,,,Москва,2006-01-25T10:58:32+0300
Руководитель проектов по внедрению ERP систем,,,,Москва,2006-01-25T11:00:48+0300
"Systems Engineer, IT Department",,,,Москва,2006-03-06T11:57:30+0300
Маркетолог- аналитик,1500.0,2500.0,USD,Москва,2006-01-25T11:05:36+0300
Специалист по разработке  аналитических систем,,,,Москва,2006-01-25T11:06:50+0300
Старший консультант SAP R/3,4000.0,,USD,Москва,2006-01-25T11:09:53+0300
Инженер по продукции,,900.0,USD,Москва,2006-01-25T11:14:41+0300
Верстальщик Web-сайтов,,,,Москва,2006-01-25T11:19:11+0300
Системный администратор,,,,Москва,2006-01-25T11:21:08+0300
Специалист по проектированию инженерных систем серверных комнат,1800.0,,USD,Москва,2006-05-11T10:12:10+0400
PERL Teacher,,,,Москва,2006-01-25T11:47:10+0300
Менеджер по продажам,1000.0,3000.0,USD,Москва,2006-03-17T12:22:26+0300
BSS NO Engineer /Инженер по оптимизации сети подсистемы базовых станций,,,,Москва,2006-01-25T12:05:12+0300
Інженер зі звітності,500.0,650.0,USD,Киев,2006-03-02T10:21:40+0300
Технический специалист (преподаватель IT),400.0,600.0,USD,Санкт-Петербург,2006-01-25T12:17:32+0300
Програміст системи білінга,500.0,650.0,USD,Киев,2006-02-09T18:11:20+0300
Программист,1000.0,1500.0,USD,Москва,2006-01-25T12:32:11+0300
Системный администратор,700.0,900.0,USD,Москва,2006-01-31T11:11:56+0300
Менеджер проектов (внедрение),1000.0,1500.0,USD,Санкт-Петербург,2006-01-25T12:36:23+0300
Руководитель группы по сетевой безопасности,1500.0,,USD,Москва,2006-01-25T12:45:44+0300
Information Technology and Security Professionals,800.0,800.0,USD,Киев,2006-05-01T15:34:32+0400
"Аналитик по поддержке IT систем первого уровня со знанием французского или немецкого языка в компании ""Марс""",750.0,1000.0,USD,Москва,2006-01-25T13:05:13+0300
Инженер сопровождения проектов разработки,900.0,,USD,Москва,2006-08-21T13:02:04+0400
Системный инженер поддержки Oracle,2000.0,,USD,Москва,2006-08-21T13:02:05+0400
Helpdesk Intern (485321),,,,Нижний Новгород,2006-03-14T09:34:32+0300
IT Architect,,,,Москва,2006-01-25T13:23:26+0300
Infrastructure Systems Management Services (ISMS) Specialist,,,,Москва,2006-01-25T13:29:44+0300
Коммерческий директор,800.0,1000.0,USD,Самара,2006-01-25T13:29:56+0300
Project Manager,,,,Москва,2006-01-25T13:33:34+0300
IT Consultant,,,,Москва,2006-01-25T13:41:05+0300
Младший Java программист (код: JD-Re-J),,500.0,USD,Москва,2006-02-03T10:46:45+0300
Key Account Manager,900.0,1100.0,USD,Москва,2006-02-01T11:26:31+0300
Программист,500.0,500.0,USD,Москва,2006-01-25T14:09:17+0300
АНАЛИТИК в отдел информационных технологий,1500.0,,USD,Москва,2006-02-10T11:22:21+0300
Программист Access,750.0,850.0,USD,Москва,2006-01-25T14:13:18+0300
Системный администратор,,1500.0,USD,Москва,2006-01-25T14:15:39+0300
SAP-Консультант,2700.0,3300.0,USD,Москва,2006-01-25T14:23:49+0300
Главный инженер,1200.0,2000.0,USD,Москва,2006-03-22T13:18:57+0300
Программист (разработчик ПО),800.0,1000.0,USD,Санкт-Петербург,2006-01-25T14:29:17+0300
SUPPORT ADVISOR – PREMIUM SUPPORT,,,,Москва,2006-02-20T09:34:14+0300
Помощник инженера-проектировщика по АСУ в проектный отдел,400.0,500.0,USD,Москва,2006-02-20T08:58:12+0300
Ведущий инженер,700.0,900.0,USD,Санкт-Петербург,2006-04-28T11:02:45+0400
Инженер в Департамент технического сервиса/Technical Design,,,,Москва,2006-03-03T17:01:50+0300
